home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
BOU,ASV,2.29,3.02,3.53,1,3,4:56:00,WEEK 24,Sunday
WHU,EVE,2.43,3.23,3.02,1,1,4:56:00,WEEK 24,Sunday
CHE,MNU,2.43,3.24,3.02,1,2,4:56:00,WEEK 24,Sunday
CRY,CHE,3.19,3.18,2.36,0,3,4:58:00,WEEK 25,Sunday
MNC,NWC,1.57,4.03,6.02,2,1,4:58:00,WEEK 25,Sunday
SHU,EVE,3.84,3.16,2.10,2,3,4:58:00,WEEK 25,Sunday
LEI,BOU,1.77,3.43,5.15,1,0,4:58:00,WEEK 25,Sunday
MNU,LIV,3.52,3.65,2.02,1,1,4:58:00,WEEK 25,Sunday
NOR,WHU,3.55,2.98,2.30,4,2,4:58:00,WEEK 25,Sunday
BRI,SOU,2.45,3.19,3.03,1,3,4:58:00,WEEK 25,Sunday
WOL,WAT,1.86,3.42,4.51,3,1,4:58:00,WEEK 25,Sunday
ARS,TOT,2.43,3.24,3.02,3,0,4:58:00,WEEK 25,Sunday
ASV,BUR,1.95,3.29,4.25,1,2,4:58:00,WEEK 25,Sunday
CHE,NOR,1.46,4.38,7.18,3,0,5:00:00,WEEK 26,Sunday
LIV,CRY,1.42,4.55,7.93,0,0,5:00:00,WEEK 26,Sunday
EVE,MNC,4.16,3.81,1.82,0,1,5:00:00,WEEK 26,Sunday
WHU,SHU,1.55,4.05,6.24,2,0,5:00:00,WEEK 26,Sunday
BUR,LEI,3.55,2.98,2.30,2,1,5:00:00,WEEK 26,Sunday
TOT,ASV,1.65,3.63,5.82,0,2,5:00:00,WEEK 26,Sunday
BOU,BRI,2.29,3.02,3.53,4,2,5:00:00,WEEK 26,Sunday
NWC,ARS,2.48,3.20,2.98,3,3,5:00:00,WEEK 26,Sunday
WAT,MNU,3.19,3.18,2.36,2,2,5:00:00,WEEK 26,Sunday
SOU,WOL,3.00,3.16,2.49,1,3,5:00:00,WEEK 26,Sunday
MNU,SOU,1.86,3.41,4.51,4,0,5:02:00,WEEK 27,Sunday
CHE,WHU,2.05,3.21,3.95,1,0,5:02:00,WEEK 27,Sunday
ARS,EVE,2.24,3.07,3.57,2,3,5:02:00,WEEK 27,Sunday
BRI,BUR,1.95,3.29,4.25,1,1,5:02:00,WEEK 27,Sunday
LEI,TOT,2.88,3.23,2.53,0,2,5:02:00,WEEK 27,Sunday
MNC,SHU,1.23,6.21,13.0,1,1,5:02:00,WEEK 27,Sunday
ASV,NWC,3.03,3.20,2.44,2,2,5:02:00,WEEK 27,Sunday
CRY,WAT,2.29,3.00,3.54,1,1,5:02:00,WEEK 27,Sunday
WOL,BOU,1.65,3.63,5.82,1,1,5:02:00,WEEK 27,Sunday
NOR,LIV,8.62,4.90,1.36,1,3,5:02:00,WEEK 27,Sunday
BUR,WOL,3.84,3.16,2.10,1,1,5:04:00,WEEK 28,Sunday
LIV,CHE,1.77,3.63,4.72,3,0,5:04:00,WEEK 28,Sunday
TOT,BRI,1.65,3.63,5.82,2,0,5:04:00,WEEK 28,Sunday
NWC,LEI,2.15,3.09,3.79,0,0,5:04:00,WEEK 28,Sunday
WAT,NOR,1.76,3.44,5.15,2,0,5:04:00,WEEK 28,Sunday
SHU,ARS,4.38,3.33,1.91,1,4,5:04:00,WEEK 28,Sunday
WHU,MNC,5.07,3.91,1.67,0,1,5:04:00,WEEK 28,Sunday
EVE,ASV,1.65,3.63,5.82,2,2,5:04:00,WEEK 28,Sunday
BOU,MNU,3.54,3.00,2.30,0,0,5:04:00,WEEK 28,Sunday
SOU,CRY,2.29,3.00,3.54,0,3,5:04:00,WEEK 28,Sunday
CRY,BOU,1.96,3.25,4.27,1,0,5:06:00,WEEK 29,Sunday
BRI,NWC,3.03,3.20,2.44,3,0,5:06:00,WEEK 29,Sunday
MNU,BUR,1.46,4.38,7.18,3,1,5:06:00,WEEK 29,Sunday
ASV,SHU,1.95,3.29,4.25,2,1,5:06:00,WEEK 29,Sunday
WOL,TOT,2.48,3.20,2.98,1,2,5:06:00,WEEK 29,Sunday
CHE,WAT,1.86,3.41,4.51,2,0,5:06:00,WEEK 29,Sunday
NOR,SOU,3.02,3.19,2.46,2,2,5:06:00,WEEK 29,Sunday
ARS,MNC,3.52,3.65,2.02,0,3,5:06:00,WEEK 29,Sunday
LEI,EVE,2.43,3.23,3.02,0,0,5:06:00,WEEK 29,Sunday
LIV,WHU,1.47,4.38,7.03,1,1,5:06:00,WEEK 29,Sunday
EVE,BRI,1.65,3.63,5.82,0,1,5:08:00,WEEK 30,Sunday
TOT,MNU,2.43,3.24,3.02,4,2,5:08:00,WEEK 30,Sunday
WHU,ARS,2.88,3.23,2.53,0,2,5:08:00,WEEK 30,Sunday
BUR,CRY,3.02,3.19,2.46,0,1,5:08:00,WEEK 30,Sunday
SHU,LEI,3.55,2.98,2.30,1,2,5:08:00,WEEK 30,Sunday
NWC,WOL,2.38,3.20,3.13,1,0,5:08:00,WEEK 30,Sunday
BOU,NOR,1.95,3.29,4.25,2,0,5:08:00,WEEK 30,Sunday
WAT,LIV,6.08,4.37,1.52,0,2,5:08:00,WEEK 30,Sunday
SOU,CHE,3.19,3.18,2.36,2,0,5:08:00,WEEK 30,Sunday
MNC,ASV,1.29,5.52,10.1,1,1,5:08:00,WEEK 30,Sunday
MNU,NWC,2.24,3.07,3.57,2,0,5:10:00,WEEK 31,Sunday
LIV,SOU,1.42,4.55,7.93,0,0,5:10:00,WEEK 31,Sunday
LEI,MNC,5.07,3.91,1.67,1,1,5:10:00,WEEK 31,Sunday
WOL,EVE,2.38,3.20,3.13,2,1,5:10:00,WEEK 31,Sunday
BRI,SHU,1.95,3.29,4.25,2,4,5:10:00,WEEK 31,Sunday
ASV,ARS,3.54,3.00,2.30,0,0,5:10:00,WEEK 31,Sunday
CRY,TOT,3.19,3.18,2.36,1,0,5:10:00,WEEK 31,Sunday
WAT,WHU,2.44,3.21,3.03,1,0,5:10:00,WEEK 31,Sunday
NOR,BUR,2.24,3.07,3.58,2,1,5:10:00,WEEK 31,Sunday
CHE,BOU,1.65,3.63,5.82,4,2,5:10:00,WEEK 31,Sunday
MNC,BRI,1.29,5.52,10.1,3,0,5:12:00,WEEK 32,Sunday
ARS,LEI,2.05,3.21,3.95,1,1,5:12:00,WEEK 32,Sunday
SHU,WOL,3.84,3.16,2.10,2,1,5:12:00,WEEK 32,Sunday
WHU,ASV,1.77,3.43,5.15,0,0,5:12:00,WEEK 32,Sunday
SOU,WAT,2.29,3.00,3.54,1,1,5:12:00,WEEK 32,Sunday
TOT,NOR,1.46,4.38,7.18,1,3,5:12:00,WEEK 32,Sunday
BOU,LIV,7.60,4.66,1.42,0,4,5:12:00,WEEK 32,Sunday
NWC,CRY,1.86,3.42,4.51,2,1,5:12:00,WEEK 32,Sunday
BUR,CHE,4.38,3.33,1.91,1,5,5:12:00,WEEK 32,Sunday
EVE,MNU,2.48,3.20,2.98,0,3,5:12:00,WEEK 32,Sunday
LIV,BUR,1.23,6.21,13.0,2,0,5:14:00,WEEK 33,Sunday
CRY,EVE,3.00,3.16,2.49,1,2,5:14:00,WEEK 33,Sunday
CHE,TOT,2.43,3.24,3.02,1,3,5:14:00,WEEK 33,Sunday
MNU,SHU,1.46,4.38,7.18,4,2,5:14:00,WEEK 33,Sunday
NOR,NWC,3.84,3.16,2.10,0,0,5:14:00,WEEK 33,Sunday
SOU,WHU,2.44,3.21,3.03,1,3,5:14:00,WEEK 33,Sunday
WAT,BOU,1.96,3.25,4.27,0,2,5:14:00,WEEK 33,Sunday
WOL,MNC,4.16,3.81,1.82,1,3,5:14:00,WEEK 33,Sunday
BRI,ARS,3.54,3.00,2.30,1,3,5:14:00,WEEK 33,Sunday
LEI,ASV,1.77,3.43,5.15,0,0,5:14:00,WEEK 33,Sunday
MNC,MNU,1.77,3.63,4.72,3,0,5:16:00,WEEK 34,Sunday
BOU,SOU,2.45,3.19,3.03,1,2,5:16:00,WEEK 34,Sunday
WHU,LEI,2.30,2.97,3.55,0,1,5:16:00,WEEK 34,Sunday
SHU,CRY,3.02,3.19,2.46,1,1,5:16:00,WEEK 34,Sunday
EVE,NOR,1.46,4.36,7.20,2,0,5:16:00,WEEK 34,Sunday
NWC,CHE,2.48,3.20,2.98,0,0,5:16:00,WEEK 34,Sunday
BUR,WAT,3.02,3.19,2.46,2,0,5:16:00,WEEK 34,Sunday
ASV,BRI,2.29,3.02,3.53,1,1,5:16:00,WEEK 34,Sunday
ARS,WOL,2.24,3.07,3.57,1,0,5:16:00,WEEK 34,Sunday
TOT,LIV,3.52,3.65,2.02,1,1,5:16:00,WEEK 34,Sunday
LIV,NWC,1.57,4.03,6.02,2,0,5:18:00,WEEK 35,Sunday
CHE,EVE,2.24,3.07,3.57,3,0,5:18:00,WEEK 35,Sunday
WAT,TOT,3.19,3.18,2.36,1,0,5:18:00,WEEK 35,Sunday
NOR,SHU,2.24,3.07,3.58,4,0,5:18:00,WEEK 35,Sunday
MNU,ARS,2.43,3.24,3.02,1,0,5:18:00,WEEK 35,Sunday
BOU,WHU,2.88,3.14,2.59,0,3,5:18:00,WEEK 35,Sunday
CRY,MNC,6.08,4.37,1.52,1,2,5:18:00,WEEK 35,Sunday
WOL,ASV,1.65,3.63,5.82,1,1,5:18:00,WEEK 35,Sunday
BRI,LEI,2.88,3.14,2.59,1,0,5:18:00,WEEK 35,Sunday
SOU,BUR,1.76,3.44,5.15,1,0,5:18:00,WEEK 35,Sunday
TOT,SOU,1.86,3.41,4.51,2,0,5:20:00,WEEK 36,Sunday
EVE,LIV,4.16,3.81,1.82,1,1,5:20:00,WEEK 36,Sunday
NWC,WAT,1.86,3.42,4.51,4,1,5:20:00,WEEK 36,Sunday
LEI,WOL,2.43,3.23,3.02,2,0,5:20:00,WEEK 36,Sunday
ASV,MNU,3.54,3.00,2.30,0,3,5:20:00,WEEK 36,Sunday
MNC,NOR,1.23,6.21,13.0,3,0,5:20:00,WEEK 36,Sunday
WHU,BRI,1.77,3.43,5.15,1,0,5:20:00,WEEK 36,Sunday
BUR,BOU,2.43,3.24,3.01,2,0,5:20:00,WEEK 36,Sunday
SHU,CHE,4.38,3.33,1.91,2,1,5:20:00,WEEK 36,Sunday
ARS,CRY,1.86,3.41,4.51,3,2,5:20:00,WEEK 36,Sunday
SOU,NWC,3.00,3.16,2.49,1,3,5:22:00,WEEK 37,Sunday
WAT,EVE,3.00,3.16,2.49,1,3,5:22:00,WEEK 37,Sunday
CHE,MNC,3.52,3.65,2.02,3,1,5:22:00,WEEK 37,Sunday
WOL,BRI,1.65,3.63,5.82,1,1,5:22:00,WEEK 37,Sunday
BOU,TOT,3.54,3.00,2.30,1,2,5:22:00,WEEK 37,Sunday
MNU,LEI,2.05,3.21,3.95,1,3,5:22:00,WEEK 37,Sunday
BUR,WHU,3.55,2.98,2.30,4,0,5:22:00,WEEK 37,Sunday
CRY,ASV,1.96,3.25,4.27,0,0,5:22:00,WEEK 37,Sunday
NOR,ARS,4.38,3.33,1.91,0,0,5:22:00,WEEK 37,Sunday
LIV,SHU,1.23,6.21,13.0,5,1,5:22:00,WEEK 37,Sunday
BRI,MNU,3.54,3.00,2.30,1,2,5:24:00,WEEK 38,Sunday
TOT,BUR,1.46,4.38,7.18,5,0,5:24:00,WEEK 38,Sunday
SHU,WAT,3.02,3.19,2.46,2,0,5:24:00,WEEK 38,Sunday
ARS,CHE,2.43,3.24,3.02,1,2,5:24:00,WEEK 38,Sunday
WHU,WOL,2.43,3.23,3.02,1,4,5:24:00,WEEK 38,Sunday
NWC,BOU,1.65,3.63,5.82,0,0,5:24:00,WEEK 38,Sunday
MNC,LIV,2.45,3.19,3.03,0,0,5:24:00,WEEK 38,Sunday
EVE,SOU,1.86,3.42,4.51,1,3,5:24:00,WEEK 38,Sunday
ASV,NOR,1.95,3.29,4.25,2,2,5:24:00,WEEK 38,Sunday
LEI,CRY,1.94,3.32,4.25,1,3,5:24:00,WEEK 38,Sunday
WOL,MNC,4.16,3.81,1.82,0,2,5:26:00,WEEK 01,Sunday
TOT,BOU,1.65,3.63,5.82,2,0,5:26:00,WEEK 01,Sunday
NWC,ARS,2.48,3.20,2.98,1,0,5:26:00,WEEK 01,Sunday
SHU,BRI,2.43,3.24,3.01,2,0,5:26:00,WEEK 01,Sunday
BUR,LEI,3.55,2.98,2.30,1,3,5:26:00,WEEK 01,Sunday
SOU,LIV,6.08,4.37,1.52,1,2,5:26:00,WEEK 01,Sunday
WAT,WHU,2.44,3.21,3.03,2,1,5:26:00,WEEK 01,Sunday
CRY,EVE,3.00,3.16,2.49,0,5,5:26:00,WEEK 01,Sunday
CHE,ASV,1.65,3.63,5.82,5,0,5:26:00,WEEK 01,Sunday
MNU,NOR,1.46,4.38,7.18,2,1,5:26:00,WEEK 01,Sunday
WHU,MNU,2.88,3.23,2.53,1,1,5:28:00,WEEK 02,Sunday
BOU,SHU,1.95,3.29,4.25,2,1,5:28:00,WEEK 02,Sunday
EVE,WOL,2.38,3.20,3.13,2,0,5:28:00,WEEK 02,Sunday
MNC,WAT,1.42,4.55,7.93,0,0,5:28:00,WEEK 02,Sunday
LEI,BRI,1.77,3.43,5.15,3,1,5:28:00,WEEK 02,Sunday
ASV,CRY,2.45,3.19,3.03,1,1,5:28:00,WEEK 02,Sunday
NOR,SOU,3.02,3.19,2.46,1,1,5:28:00,WEEK 02,Sunday
ARS,TOT,2.43,3.24,3.02,1,1,5:28:00,WEEK 02,Sunday
LIV,NWC,1.57,4.03,6.02,2,2,5:28:00,WEEK 02,Sunday
BUR,CHE,4.38,3.33,1.91,0,2,5:28:00,WEEK 02,Sunday
SHU,ARS,4.38,3.33,1.91,1,3,5:30:00,WEEK 03,Sunday
CHE,LEI,2.05,3.21,3.95,2,3,5:30:00,WEEK 03,Sunday
WOL,ASV,1.65,3.63,5.82,0,0,5:30:00,WEEK 03,Sunday
SOU,WHU,2.44,3.21,3.03,1,2,5:30:00,WEEK 03,Sunday
NWC,NOR,1.46,4.36,7.20,0,1,5:30:00,WEEK 03,Sunday
MNU,MNC,3.52,3.65,2.02,1,2,5:30:00,WEEK 03,Sunday
TOT,LIV,3.52,3.65,2.02,1,1,5:30:00,WEEK 03,Sunday
CRY,BUR,1.76,3.44,5.15,4,2,5:30:00,WEEK 03,Sunday
WAT,EVE,3.00,3.16,2.49,1,1,5:30:00,WEEK 03,Sunday
BRI,BOU,2.29,3.02,3.53,1,0,5:30:00,WEEK 03,Sunday
EVE,MNU,2.48,3.20,2.98,0,1,5:32:00,WEEK 04,Sunday
ASV,WAT,2.45,3.19,3.03,2,0,5:32:00,WEEK 04,Sunday
CHE,CRY,1.86,3.41,4.51,1,1,5:32:00,WEEK 04,Sunday
ARS,BRI,1.65,3.63,5.82,2,2,5:32:00,WEEK 04,Sunday
MNC,SOU,1.42,4.55,7.93,3,1,5:32:00,WEEK 04,Sunday
BUR,WOL,3.84,3.16,2.10,1,4,5:32:00,WEEK 04,Sunday
LEI,BOU,1.77,3.43,5.15,2,2,5:32:00,WEEK 04,Sunday
LIV,SHU,1.23,6.21,13.0,3,0,5:32:00,WEEK 04,Sunday
NOR,TOT,4.38,3.33,1.91,1,2,5:32:00,WEEK 04,Sunday
WHU,NWC,2.43,3.23,3.02,0,2,5:32:00,WEEK 04,Sunday
SOU,EVE,3.00,3.16,2.49,1,1,5:34:00,WEEK 05,Sunday
BRI,LIV,7.60,4.66,1.42,2,2,5:34:00,WEEK 05,Sunday
WOL,CHE,2.48,3.20,2.98,3,0,5:34:00,WEEK 05,Sunday
MNU,ASV,1.65,3.63,5.82,3,0,5:34:00,WEEK 05,Sunday
BOU,ARS,3.54,3.00,2.30,0,0,5:34:00,WEEK 05,Sunday
TOT,WHU,2.05,3.21,3.95,3,2,5:34:00,WEEK 05,Sunday
NWC,MNC,4.16,3.81,1.82,0,1,5:34:00,WEEK 05,Sunday
CRY,LEI,2.44,3.21,3.03,5,0,5:34:00,WEEK 05,Sunday
SHU,NOR,2.24,3.07,3.58,1,0,5:34:00,WEEK 05,Sunday
WAT,BUR,1.76,3.44,5.15,0,1,5:34:00,WEEK 05,Sunday
CRY,WOL,3.00,3.16,2.49,2,0,5:36:00,WEEK 06,Sunday
EVE,NWC,2.38,3.20,3.13,1,1,5:36:00,WEEK 06,Sunday
NOR,BRI,2.43,3.24,3.01,0,3,5:36:00,WEEK 06,Sunday
LEI,ARS,2.88,3.23,2.53,4,1,5:36:00,WEEK 06,Sunday
WHU,SHU,1.55,4.05,6.24,0,0,5:36:00,WEEK 06,Sunday
CHE,WAT,1.86,3.41,4.51,0,4,5:36:00,WEEK 06,Sunday
MNC,TOT,1.77,3.63,4.72,1,0,5:36:00,WEEK 06,Sunday
BUR,MNU,4.38,3.33,1.91,0,5,5:36:00,WEEK 06,Sunday
ASV,SOU,2.45,3.19,3.03,1,0,5:36:00,WEEK 06,Sunday
LIV,BOU,1.29,5.52,10.1,4,1,5:36:00,WEEK 06,Sunday
WAT,CRY,2.29,3.00,3.54,1,1,5:38:00,WEEK 07,Sunday
WOL,LEI,2.15,3.09,3.79,0,1,5:38:00,WEEK 07,Sunday
BRI,WHU,2.88,3.14,2.59,0,3,5:38:00,WEEK 07,Sunday
TOT,EVE,2.24,3.07,3.57,0,2,5:38:00,WEEK 07,Sunday
ARS,LIV,3.52,3.65,2.02,2,2,5:38:00,WEEK 07,Sunday
BOU,NOR,1.95,3.29,4.25,1,0,5:38:00,WEEK 07,Sunday
MNU,CHE,2.43,3.24,3.02,1,3,5:38:00,WEEK 07,Sunday
NWC,ASV,1.65,3.63,5.82,3,1,5:38:00,WEEK 07,Sunday
SOU,BUR,1.76,3.44,5.15,4,1,5:38:00,WEEK 07,Sunday
SHU,MNC,8.62,4.90,1.36,1,2,5:38:00,WEEK 07,Sunday
CHE,SOU,1.86,3.41,4.51,1,0,5:40:00,WEEK 08,Sunday
NOR,ARS,4.38,3.33,1.91,2,1,5:40:00,WEEK 08,Sunday
LEI,LIV,5.07,3.91,1.67,1,2,5:40:00,WEEK 08,Sunday
EVE,SHU,1.46,4.36,7.20,1,2,5:40:00,WEEK 08,Sunday
CRY,MNU,3.19,3.18,2.36,2,1,5:40:00,WEEK 08,Sunday
WOL,WAT,1.86,3.42,4.51,0,2,5:40:00,WEEK 08,Sunday
WHU,BOU,1.77,3.43,5.15,1,1,5:40:00,WEEK 08,Sunday
MNC,BRI,1.29,5.52,10.1,3,2,5:40:00,WEEK 08,Sunday
ASV,TOT,3.54,3.00,2.30,3,2,5:40:00,WEEK 08,Sunday
BUR,NWC,3.84,3.16,2.10,0,1,5:40:00,WEEK 08,Sunday
BRI,EVE,3.03,3.20,2.44,0,3,5:42:00,WEEK 09,Sunday
SHU,ASV,2.43,3.24,3.01,3,0,5:42:00,WEEK 09,Sunday
NWC,CHE,2.48,3.20,2.98,1,0,5:42:00,WEEK 09,Sunday
WAT,LEI,2.44,3.21,3.03,2,1,5:42:00,WEEK 09,Sunday
SOU,CRY,2.29,3.00,3.54,2,2,5:42:00,WEEK 09,Sunday
MNU,WOL,2.24,3.07,3.57,2,1,5:42:00,WEEK 09,Sunday
BOU,MNC,7.60,4.66,1.42,2,4,5:42:00,WEEK 09,Sunday
TOT,BUR,1.46,4.38,7.18,3,2,5:42:00,WEEK 09,Sunday
ARS,WHU,2.05,3.21,3.95,0,0,5:42:00,WEEK 09,Sunday
LIV,NOR,1.23,6.21,13.0,1,1,5:42:00,WEEK 09,Sunday
ASV,BRI,2.29,3.02,3.53,1,0,5:44:00,WEEK 10,Sunday
WHU,LIV,5.07,3.91,1.67,0,1,5:44:00,WEEK 10,Sunday
WOL,SOU,1.86,3.42,4.51,0,1,5:44:00,WEEK 10,Sunday
EVE,BOU,1.65,3.63,5.82,3,2,5:44:00,WEEK 10,Sunday
MNC,ARS,1.77,3.63,4.72,3,0,5:44:00,WEEK 10,Sunday
LEI,NOR,1.55,4.05,6.24,3,0,5:44:00,WEEK 10,Sunday
CRY,NWC,3.00,3.16,2.49,2,3,5:44:00,WEEK 10,Sunday
BUR,SHU,2.24,3.07,3.58,1,1,5:44:00,WEEK 10,Sunday
CHE,TOT,2.43,3.24,3.02,0,0,5:44:00,WEEK 10,Sunday
WAT,MNU,3.19,3.18,2.36,0,0,5:44:00,WEEK 10,Sunday
BOU,ASV,2.29,3.02,3.53,2,1,5:46:00,WEEK 11,Sunday
TOT,CRY,1.86,3.41,4.51,0,0,5:46:00,WEEK 11,Sunday
ARS,EVE,2.24,3.07,3.57,3,3,5:46:00,WEEK 11,Sunday
SOU,WAT,2.29,3.00,3.54,2,3,5:46:00,WEEK 11,Sunday
NWC,WOL,2.38,3.20,3.13,0,2,5:46:00,WEEK 11,Sunday
LIV,MNC,2.45,3.19,3.03,2,0,5:46:00,WEEK 11,Sunday
BRI,BUR,1.95,3.29,4.25,0,2,5:46:00,WEEK 11,Sunday
MNU,LEI,2.05,3.21,3.95,1,3,5:46:00,WEEK 11,Sunday
SHU,CHE,4.38,3.33,1.91,1,1,5:46:00,WEEK 11,Sunday
NOR,WHU,3.55,2.98,2.30,1,1,5:46:00,WEEK 11,Sunday
LEI,WHU,2.30,2.97,3.55,0,0,5:48:00,WEEK 12,Sunday
CHE,BRI,1.65,3.63,5.82,3,2,5:48:00,WEEK 12,Sunday
EVE,LIV,4.16,3.81,1.82,2,2,5:48:00,WEEK 12,Sunday
WOL,TOT,2.48,3.20,2.98,0,0,5:48:00,WEEK 12,Sunday
MNC,NOR,1.23,6.21,13.0,3,0,5:48:00,WEEK 12,Sunday
MNU,SOU,1.86,3.41,4.51,0,0,5:48:00,WEEK 12,Sunday
ASV,ARS,3.54,3.00,2.30,0,4,5:48:00,WEEK 12,Sunday
CRY,SHU,1.76,3.44,5.15,0,0,5:48:00,WEEK 12,Sunday
BUR,BOU,2.43,3.24,3.01,1,4,5:48:00,WEEK 12,Sunday
WAT,NWC,3.00,3.16,2.49,3,2,5:48:00,WEEK 12,Sunday
BRI,CRY,2.45,3.19,3.03,3,0,5:50:00,WEEK 13,Sunday
SHU,WOL,3.84,3.16,2.10,1,1,5:50:00,WEEK 13,Sunday
SOU,LEI,2.44,3.21,3.03,2,1,5:50:00,WEEK 13,Sunday
ARS,BUR,1.46,4.38,7.18,0,3,5:50:00,WEEK 13,Sunday
NWC,MNU,2.48,3.20,2.98,2,1,5:50:00,WEEK 13,Sunday
LIV,ASV,1.29,5.52,10.1,0,1,5:50:00,WEEK 13,Sunday
WHU,MNC,5.07,3.91,1.67,2,1,5:50:00,WEEK 13,Sunday
BOU,CHE,3.54,3.00,2.30,1,1,5:50:00,WEEK 13,Sunday
NOR,EVE,3.84,3.16,2.10,1,1,5:50:00,WEEK 13,Sunday
TOT,WAT,1.86,3.41,4.51,6,0,5:50:00,WEEK 13,Sunday
CHE,ARS,2.43,3.24,3.02,2,1,5:52:00,WEEK 14,Sunday
EVE,WHU,2.15,3.09,3.79,4,1,5:52:00,WEEK 14,Sunday
WOL,BRI,1.65,3.63,5.82,1,2,5:52:00,WEEK 14,Sunday
WAT,SHU,1.76,3.44,5.15,1,1,5:52:00,WEEK 14,Sunday
MNU,TOT,2.43,3.24,3.02,1,1,5:52:00,WEEK 14,Sunday
SOU,NWC,3.00,3.16,2.49,1,1,5:52:00,WEEK 14,Sunday
ASV,NOR,1.95,3.29,4.25,1,1,5:52:00,WEEK 14,Sunday
BUR,LIV,8.62,4.90,1.36,2,4,5:52:00,WEEK 14,Sunday
LEI,MNC,5.07,3.91,1.67,4,1,5:52:00,WEEK 14,Sunday
CRY,BOU,1.96,3.25,4.27,2,1,5:52:00,WEEK 14,Sunday
BRI,WAT,2.45,3.19,3.03,1,3,5:54:00,WEEK 15,Sunday
NWC,LEI,2.15,3.09,3.79,1,1,5:54:00,WEEK 15,Sunday
SHU,MNU,4.38,3.33,1.91,0,6,5:54:00,WEEK 15,Sunday
LIV,CHE,1.77,3.63,4.72,1,0,5:54:00,WEEK 15,Sunday
ARS,CRY,1.86,3.41,4.51,2,0,5:54:00,WEEK 15,Sunday
WHU,ASV,1.77,3.43,5.15,1,0,5:54:00,WEEK 15,Sunday
TOT,SOU,1.86,3.41,4.51,3,0,5:54:00,WEEK 15,Sunday
BOU,WOL,3.03,3.20,2.44,2,1,5:54:00,WEEK 15,Sunday
NOR,BUR,2.24,3.07,3.58,0,1,5:54:00,WEEK 15,Sunday
MNC,EVE,1.57,4.03,6.02,3,0,5:54:00,WEEK 15,Sunday
ASV,MNC,7.60,4.66,1.42,1,0,5:56:00,WEEK 16,Sunday
CRY,LIV,6.08,4.37,1.52,1,1,5:56:00,WEEK 16,Sunday
LEI,EVE,2.43,3.23,3.02,0,1,5:56:00,WEEK 16,Sunday
SOU,SHU,1.76,3.44,5.15,1,2,5:56:00,WEEK 16,Sunday
BUR,WHU,3.55,2.98,2.30,1,1,5:56:00,WEEK 16,Sunday
MNU,BRI,1.65,3.63,5.82,3,1,5:56:00,WEEK 16,Sunday
NWC,TOT,2.48,3.20,2.98,2,0,5:56:00,WEEK 16,Sunday
CHE,NOR,1.46,4.38,7.18,3,0,5:56:00,WEEK 16,Sunday
WOL,ARS,2.48,3.20,2.98,1,0,5:56:00,WEEK 16,Sunday
WAT,BOU,1.96,3.25,4.27,2,1,5:56:00,WEEK 16,Sunday
TOT,LEI,2.05,3.21,3.95,0,1,5:58:00,WEEK 17,Sunday
MNC,BUR,1.23,6.21,13.0,2,0,5:58:00,WEEK 17,Sunday
ARS,WAT,1.86,3.41,4.51,1,1,5:58:00,WEEK 17,Sunday
BOU,MNU,3.54,3.00,2.30,0,1,5:58:00,WEEK 17,Sunday
WHU,CHE,2.88,3.23,2.53,2,1,5:58:00,WEEK 17,Sunday
LIV,WOL,1.57,4.03,6.02,4,2,5:58:00,WEEK 17,Sunday
BRI,SOU,2.45,3.19,3.03,2,2,5:58:00,WEEK 17,Sunday
SHU,NWC,3.84,3.16,2.10,1,1,5:58:00,WEEK 17,Sunday
NOR,CRY,3.02,3.19,2.46,1,0,5:58:00,WEEK 17,Sunday
EVE,ASV,1.65,3.63,5.82,3,0,5:58:00,WEEK 17,Sunday
TOT,SHU,1.46,4.38,7.18,4,0,6:00:00,WEEK 18,Sunday
LEI,ASV,1.77,3.43,5.15,0,0,6:00:00,WEEK 18,Sunday
CHE,MNC,3.52,3.65,2.02,1,2,6:00:00,WEEK 18,Sunday
NWC,BRI,1.65,3.63,5.82,4,1,6:00:00,WEEK 18,Sunday
MNU,ARS,2.43,3.24,3.02,0,2,6:00:00,WEEK 18,Sunday
WOL,NOR,1.46,4.36,7.20,4,0,6:00:00,WEEK 18,Sunday
CRY,WHU,2.44,3.21,3.03,2,1,6:00:00,WEEK 18,Sunday
WAT,LIV,6.08,4.37,1.52,1,2,6:00:00,WEEK 18,Sunday
SOU,BOU,1.96,3.25,4.27,1,3,6:00:00,WEEK 18,Sunday
BUR,EVE,3.84,3.16,2.10,3,2,6:00:00,WEEK 18,Sunday
MNC,CRY,1.42,4.55,7.93,2,1,6:02:00,WEEK 19,Sunday
NOR,WAT,3.02,3.19,2.46,4,2,6:02:00,WEEK 19,Sunday
EVE,CHE,2.48,3.20,2.98,2,3,6:02:00,WEEK 19,Sunday
SHU,LEI,3.55,2.98,2.30,0,1,6:02:00,WEEK 19,Sunday
BOU,NWC,3.03,3.20,2.44,3,2,6:02:00,WEEK 19,Sunday
ASV,BUR,1.95,3.29,4.25,1,0,6:02:00,WEEK 19,Sunday
LIV,MNU,1.77,3.63,4.72,2,0,6:02:00,WEEK 19,Sunday
BRI,TOT,3.54,3.00,2.30,1,2,6:02:00,WEEK 19,Sunday
ARS,SOU,1.86,3.41,4.51,1,1,6:02:00,WEEK 19,Sunday
