home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
ARS,MNC,3.52,3.65,2.02,1,2,17:40:00,WEEK 30,Friday
CHE,WAT,1.86,3.41,4.51,0,0,17:40:00,WEEK 30,Friday
BUR,SHU,2.24,3.07,3.58,2,0,17:40:00,WEEK 30,Friday
WHU,NOR,1.55,4.05,6.24,0,0,17:40:00,WEEK 30,Friday
TOT,LIV,3.52,3.65,2.02,1,2,17:40:00,WEEK 30,Friday
WOL,LEI,2.15,3.09,3.79,2,1,17:40:00,WEEK 30,Friday
BRI,SOU,2.45,3.19,3.03,2,1,17:40:00,WEEK 30,Friday
MNU,CRY,1.86,3.41,4.51,1,1,17:40:00,WEEK 30,Friday
BOU,ASV,2.29,3.02,3.53,6,0,17:40:00,WEEK 30,Friday
NWC,EVE,2.38,3.20,3.13,2,2,17:40:00,WEEK 30,Friday
LIV,CHE,1.77,3.63,4.72,0,2,17:42:00,WEEK 31,Friday
BRI,NWC,3.03,3.20,2.44,0,0,17:42:00,WEEK 31,Friday
LEI,BUR,1.55,4.05,6.24,2,0,17:42:00,WEEK 31,Friday
WAT,WOL,3.00,3.16,2.49,1,2,17:42:00,WEEK 31,Friday
SHU,BOU,2.43,3.24,3.01,3,0,17:42:00,WEEK 31,Friday
NOR,TOT,4.38,3.33,1.91,0,2,17:42:00,WEEK 31,Friday
ASV,EVE,3.03,3.20,2.44,1,2,17:42:00,WEEK 31,Friday
MNC,MNU,1.77,3.63,4.72,3,3,17:42:00,WEEK 31,Friday
CRY,WHU,2.44,3.21,3.03,2,3,17:42:00,WEEK 31,Friday
SOU,ARS,3.19,3.18,2.36,0,0,17:42:00,WEEK 31,Friday
BUR,WAT,3.02,3.19,2.46,0,2,17:44:00,WEEK 32,Friday
MNU,SOU,1.86,3.41,4.51,0,0,17:44:00,WEEK 32,Friday
CHE,NOR,1.46,4.38,7.18,0,0,17:44:00,WEEK 32,Friday
BOU,LEI,2.88,3.14,2.59,3,1,17:44:00,WEEK 32,Friday
WOL,LIV,4.16,3.81,1.82,2,2,17:44:00,WEEK 32,Friday
NWC,ASV,1.65,3.63,5.82,1,1,17:44:00,WEEK 32,Friday
ARS,BRI,1.65,3.63,5.82,1,0,17:44:00,WEEK 32,Friday
WHU,MNC,5.07,3.91,1.67,1,2,17:44:00,WEEK 32,Friday
TOT,CRY,1.86,3.41,4.51,2,0,17:44:00,WEEK 32,Friday
EVE,SHU,1.46,4.36,7.20,1,0,17:44:00,WEEK 32,Friday
SOU,WHU,2.44,3.21,3.03,4,0,17:46:00,WEEK 33,Friday
BRI,MNU,3.54,3.00,2.30,0,0,17:46:00,WEEK 33,Friday
LIV,BUR,1.23,6.21,13.0,3,0,17:46:00,WEEK 33,Friday
SHU,ASV,2.43,3.24,3.01,0,0,17:46:00,WEEK 33,Friday
MNC,TOT,1.77,3.63,4.72,2,2,17:46:00,WEEK 33,Friday
WAT,BOU,1.96,3.25,4.27,5,1,17:46:00,WEEK 33,Friday
CRY,CHE,3.19,3.18,2.36,2,0,17:46:00,WEEK 33,Friday
LEI,EVE,2.43,3.23,3.02,1,1,17:46:00,WEEK 33,Friday
NOR,WOL,3.84,3.16,2.10,2,1,17:46:00,WEEK 33,Friday
ARS,NWC,2.24,3.07,3.57,0,2,17:46:00,WEEK 33,Friday
BUR,NOR,2.24,3.07,3.58,2,3,17:48:00,WEEK 34,Friday
EVE,WAT,1.86,3.42,4.51,1,1,17:48:00,WEEK 34,Friday
BOU,LIV,7.60,4.66,1.42,1,3,17:48:00,WEEK 34,Friday
MNU,ARS,2.43,3.24,3.02,3,1,17:48:00,WEEK 34,Friday
ASV,LEI,2.88,3.14,2.59,1,2,17:48:00,WEEK 34,Friday
WOL,CRY,1.86,3.42,4.51,0,1,17:48:00,WEEK 34,Friday
TOT,SOU,1.86,3.41,4.51,1,0,17:48:00,WEEK 34,Friday
CHE,MNC,3.52,3.65,2.02,1,0,17:48:00,WEEK 34,Friday
WHU,BRI,1.77,3.43,5.15,1,1,17:48:00,WEEK 34,Friday
NWC,SHU,1.46,4.36,7.20,2,1,17:48:00,WEEK 34,Friday
LEI,SHU,1.55,4.05,6.24,2,0,17:50:00,WEEK 35,Friday
MNC,WOL,1.57,4.03,6.02,3,1,17:50:00,WEEK 35,Friday
WAT,ASV,1.96,3.25,4.27,1,2,17:50:00,WEEK 35,Friday
ARS,WHU,2.05,3.21,3.95,4,1,17:50:00,WEEK 35,Friday
SOU,CHE,3.19,3.18,2.36,2,0,17:50:00,WEEK 35,Friday
BRI,TOT,3.54,3.00,2.30,0,2,17:50:00,WEEK 35,Friday
MNU,NWC,2.24,3.07,3.57,2,3,17:50:00,WEEK 35,Friday
LIV,EVE,1.57,4.03,6.02,3,1,17:50:00,WEEK 35,Friday
NOR,BOU,2.43,3.24,3.01,1,1,17:50:00,WEEK 35,Friday
CRY,BUR,1.76,3.44,5.15,3,2,17:50:00,WEEK 35,Friday
BUR,MNC,8.62,4.90,1.36,1,0,17:52:00,WEEK 36,Friday
BOU,CRY,2.45,3.19,3.03,1,1,17:52:00,WEEK 36,Friday
EVE,NOR,1.46,4.36,7.20,1,1,17:52:00,WEEK 36,Friday
CHE,BRI,1.65,3.63,5.82,3,2,17:52:00,WEEK 36,Friday
NWC,LEI,2.15,3.09,3.79,0,1,17:52:00,WEEK 36,Friday
WOL,SOU,1.86,3.42,4.51,3,0,17:52:00,WEEK 36,Friday
TOT,ARS,2.43,3.24,3.02,0,2,17:52:00,WEEK 36,Friday
SHU,WAT,3.02,3.19,2.46,2,3,17:52:00,WEEK 36,Friday
ASV,LIV,7.60,4.66,1.42,3,2,17:52:00,WEEK 36,Friday
WHU,MNU,2.88,3.23,2.53,0,3,17:52:00,WEEK 36,Friday
SOU,BUR,1.76,3.44,5.15,0,1,17:54:00,WEEK 37,Friday
BRI,WOL,3.03,3.20,2.44,3,1,17:54:00,WEEK 37,Friday
MNC,BOU,1.29,5.52,10.1,3,2,17:54:00,WEEK 37,Friday
NOR,ASV,2.43,3.24,3.01,0,0,17:54:00,WEEK 37,Friday
LIV,SHU,1.23,6.21,13.0,3,1,17:54:00,WEEK 37,Friday
ARS,CHE,2.43,3.24,3.02,3,3,17:54:00,WEEK 37,Friday
CRY,EVE,3.00,3.16,2.49,2,0,17:54:00,WEEK 37,Friday
WAT,LEI,2.44,3.21,3.03,1,0,17:54:00,WEEK 37,Friday
WHU,NWC,2.43,3.23,3.02,1,1,17:54:00,WEEK 37,Friday
MNU,TOT,2.43,3.24,3.02,1,2,17:54:00,WEEK 37,Friday
WOL,ARS,2.48,3.20,2.98,0,1,17:56:00,WEEK 38,Friday
EVE,MNC,4.16,3.81,1.82,2,0,17:56:00,WEEK 38,Friday
LEI,LIV,5.07,3.91,1.67,0,2,17:56:00,WEEK 38,Friday
NWC,WAT,1.86,3.42,4.51,2,0,17:56:00,WEEK 38,Friday
CHE,MNU,2.43,3.24,3.02,1,0,17:56:00,WEEK 38,Friday
SHU,NOR,2.24,3.07,3.58,0,0,17:56:00,WEEK 38,Friday
ASV,CRY,2.45,3.19,3.03,1,2,17:56:00,WEEK 38,Friday
TOT,WHU,2.05,3.21,3.95,2,1,17:56:00,WEEK 38,Friday
BOU,SOU,2.45,3.19,3.03,0,2,17:56:00,WEEK 38,Friday
BUR,BRI,2.43,3.24,3.01,2,0,17:56:00,WEEK 38,Friday
ARS,MNU,2.43,3.24,3.02,3,2,17:58:00,WEEK 01,Friday
SHU,WAT,3.02,3.19,2.46,0,0,17:58:00,WEEK 01,Friday
LIV,CRY,1.42,4.55,7.93,2,1,17:58:00,WEEK 01,Friday
BOU,SOU,2.45,3.19,3.03,3,2,17:58:00,WEEK 01,Friday
TOT,EVE,2.24,3.07,3.57,1,0,17:58:00,WEEK 01,Friday
BUR,NOR,2.24,3.07,3.58,0,2,17:58:00,WEEK 01,Friday
MNC,CHE,1.77,3.63,4.72,2,1,17:58:00,WEEK 01,Friday
NWC,LEI,2.15,3.09,3.79,0,2,17:58:00,WEEK 01,Friday
BRI,ASV,2.29,3.02,3.53,2,1,17:58:00,WEEK 01,Friday
WHU,WOL,2.43,3.23,3.02,1,0,17:58:00,WEEK 01,Friday
NOR,TOT,4.38,3.33,1.91,2,3,18:00:00,WEEK 02,Friday
CRY,ARS,3.19,3.18,2.36,1,2,18:00:00,WEEK 02,Friday
SOU,NWC,3.00,3.16,2.49,2,0,18:00:00,WEEK 02,Friday
ASV,EVE,3.03,3.20,2.44,2,1,18:00:00,WEEK 02,Friday
WOL,BUR,1.46,4.36,7.20,0,0,18:00:00,WEEK 02,Friday
MNU,WHU,2.05,3.21,3.95,2,2,18:00:00,WEEK 02,Friday
BRI,SHU,1.95,3.29,4.25,2,1,18:00:00,WEEK 02,Friday
CHE,BOU,1.65,3.63,5.82,1,1,18:00:00,WEEK 02,Friday
WAT,MNC,6.08,4.37,1.52,2,3,18:00:00,WEEK 02,Friday
LEI,LIV,5.07,3.91,1.67,0,0,18:00:00,WEEK 02,Friday
BUR,MNU,4.38,3.33,1.91,0,0,18:02:00,WEEK 03,Friday
ARS,LEI,2.05,3.21,3.95,2,1,18:02:00,WEEK 03,Friday
MNC,BRI,1.29,5.52,10.1,3,1,18:02:00,WEEK 03,Friday
SHU,ASV,2.43,3.24,3.01,2,1,18:02:00,WEEK 03,Friday
BOU,WAT,2.45,3.19,3.03,2,2,18:02:00,WEEK 03,Friday
LIV,SOU,1.42,4.55,7.93,4,0,18:02:00,WEEK 03,Friday
NWC,CHE,2.48,3.20,2.98,2,3,18:02:00,WEEK 03,Friday
WHU,CRY,1.94,3.32,4.25,1,0,18:02:00,WEEK 03,Friday
TOT,WOL,2.24,3.07,3.57,1,1,18:02:00,WEEK 03,Friday
EVE,NOR,1.46,4.36,7.20,3,2,18:02:00,WEEK 03,Friday
WOL,EVE,2.38,3.20,3.13,1,1,18:04:00,WEEK 04,Friday
ASV,NOR,1.95,3.29,4.25,1,1,18:04:00,WEEK 04,Friday
WAT,NWC,3.00,3.16,2.49,1,1,18:04:00,WEEK 04,Friday
SHU,MNC,8.62,4.90,1.36,0,1,18:04:00,WEEK 04,Friday
SOU,ARS,3.19,3.18,2.36,1,2,18:04:00,WEEK 04,Friday
CHE,LIV,3.52,3.65,2.02,1,1,18:04:00,WEEK 04,Friday
CRY,BUR,1.76,3.44,5.15,2,1,18:04:00,WEEK 04,Friday
BRI,BOU,2.29,3.02,3.53,1,1,18:04:00,WEEK 04,Friday
MNU,TOT,2.43,3.24,3.02,2,1,18:04:00,WEEK 04,Friday
LEI,WHU,2.30,2.97,3.55,2,1,18:04:00,WEEK 04,Friday
BOU,SHU,1.95,3.29,4.25,3,2,18:06:00,WEEK 05,Friday
NOR,WOL,3.84,3.16,2.10,3,1,18:06:00,WEEK 05,Friday
LIV,WAT,1.42,4.55,7.93,5,1,18:06:00,WEEK 05,Friday
BUR,LEI,3.55,2.98,2.30,3,0,18:06:00,WEEK 05,Friday
EVE,MNU,2.48,3.20,2.98,0,2,18:06:00,WEEK 05,Friday
MNC,ASV,1.29,5.52,10.1,4,1,18:06:00,WEEK 05,Friday
WHU,SOU,1.94,3.32,4.25,1,1,18:06:00,WEEK 05,Friday
NWC,BRI,1.65,3.63,5.82,3,1,18:06:00,WEEK 05,Friday
ARS,CHE,2.43,3.24,3.02,2,0,18:06:00,WEEK 05,Friday
TOT,CRY,1.86,3.41,4.51,3,2,18:06:00,WEEK 05,Friday
CHE,WHU,2.05,3.21,3.95,3,2,18:08:00,WEEK 06,Friday
MNC,BOU,1.29,5.52,10.1,3,0,18:08:00,WEEK 06,Friday
MNU,NOR,1.46,4.38,7.18,0,0,18:08:00,WEEK 06,Friday
LEI,TOT,2.88,3.23,2.53,1,0,18:08:00,WEEK 06,Friday
BRI,LIV,7.60,4.66,1.42,1,2,18:08:00,WEEK 06,Friday
CRY,EVE,3.00,3.16,2.49,1,2,18:08:00,WEEK 06,Friday
ASV,WOL,3.03,3.20,2.44,1,0,18:08:00,WEEK 06,Friday
SHU,NWC,3.84,3.16,2.10,0,2,18:08:00,WEEK 06,Friday
WAT,ARS,3.19,3.18,2.36,2,0,18:08:00,WEEK 06,Friday
SOU,BUR,1.76,3.44,5.15,1,1,18:08:00,WEEK 06,Friday
ARS,BRI,1.65,3.63,5.82,2,2,18:10:00,WEEK 07,Friday
WOL,MNU,2.48,3.20,2.98,1,1,18:10:00,WEEK 07,Friday
BUR,CHE,4.38,3.33,1.91,3,1,18:10:00,WEEK 07,Friday
LIV,SHU,1.23,6.21,13.0,1,3,18:10:00,WEEK 07,Friday
EVE,LEI,2.15,3.09,3.79,2,0,18:10:00,WEEK 07,Friday
BOU,ASV,2.29,3.02,3.53,0,1,18:10:00,WEEK 07,Friday
NWC,MNC,4.16,3.81,1.82,1,2,18:10:00,WEEK 07,Friday
TOT,SOU,1.86,3.41,4.51,3,1,18:10:00,WEEK 07,Friday
WHU,WAT,1.94,3.32,4.25,2,0,18:10:00,WEEK 07,Friday
NOR,CRY,3.02,3.19,2.46,0,0,18:10:00,WEEK 07,Friday
WAT,BUR,1.76,3.44,5.15,2,0,18:12:00,WEEK 08,Friday
CRY,WOL,3.00,3.16,2.49,2,1,18:12:00,WEEK 08,Friday
SHU,ARS,4.38,3.33,1.91,1,1,18:12:00,WEEK 08,Friday
BOU,NWC,3.03,3.20,2.44,0,1,18:12:00,WEEK 08,Friday
BRI,WHU,2.88,3.14,2.59,2,3,18:12:00,WEEK 08,Friday
SOU,EVE,3.00,3.16,2.49,2,2,18:12:00,WEEK 08,Friday
LEI,NOR,1.55,4.05,6.24,2,2,18:12:00,WEEK 08,Friday
CHE,TOT,2.43,3.24,3.02,4,1,18:12:00,WEEK 08,Friday
ASV,MNU,3.54,3.00,2.30,3,3,18:12:00,WEEK 08,Friday
MNC,LIV,2.45,3.19,3.03,2,1,18:12:00,WEEK 08,Friday
WHU,SHU,1.55,4.05,6.24,2,0,18:14:00,WEEK 09,Friday
TOT,WAT,1.86,3.41,4.51,1,1,18:14:00,WEEK 09,Friday
LIV,BOU,1.29,5.52,10.1,5,1,18:14:00,WEEK 09,Friday
WOL,LEI,2.15,3.09,3.79,1,3,18:14:00,WEEK 09,Friday
MNU,CRY,1.86,3.41,4.51,1,0,18:14:00,WEEK 09,Friday
NWC,ASV,1.65,3.63,5.82,1,2,18:14:00,WEEK 09,Friday
ARS,MNC,3.52,3.65,2.02,1,3,18:14:00,WEEK 09,Friday
NOR,SOU,3.02,3.19,2.46,1,1,18:14:00,WEEK 09,Friday
EVE,CHE,2.48,3.20,2.98,1,0,18:14:00,WEEK 09,Friday
BUR,BRI,2.43,3.24,3.01,1,3,18:14:00,WEEK 09,Friday
ASV,CRY,2.45,3.19,3.03,1,0,18:16:00,WEEK 10,Friday
NWC,LIV,4.16,3.81,1.82,4,1,18:16:00,WEEK 10,Friday
SOU,WOL,3.00,3.16,2.49,2,1,18:16:00,WEEK 10,Friday
BOU,ARS,3.54,3.00,2.30,1,2,18:16:00,WEEK 10,Friday
MNC,WHU,1.47,4.38,7.03,1,1,18:16:00,WEEK 10,Friday
WAT,EVE,3.00,3.16,2.49,0,3,18:16:00,WEEK 10,Friday
LEI,MNU,2.88,3.23,2.53,0,0,18:16:00,WEEK 10,Friday
BRI,TOT,3.54,3.00,2.30,2,2,18:16:00,WEEK 10,Friday
SHU,BUR,2.24,3.07,3.58,2,1,18:16:00,WEEK 10,Friday
CHE,NOR,1.46,4.38,7.18,1,1,18:16:00,WEEK 10,Friday
MNU,SOU,1.86,3.41,4.51,2,1,18:18:00,WEEK 11,Friday
WHU,BOU,1.77,3.43,5.15,0,0,18:18:00,WEEK 11,Friday
LIV,ASV,1.29,5.52,10.1,1,0,18:18:00,WEEK 11,Friday
EVE,BRI,1.65,3.63,5.82,2,1,18:18:00,WEEK 11,Friday
WOL,CHE,2.48,3.20,2.98,1,0,18:18:00,WEEK 11,Friday
CRY,LEI,2.44,3.21,3.03,2,2,18:18:00,WEEK 11,Friday
BUR,MNC,8.62,4.90,1.36,1,3,18:18:00,WEEK 11,Friday
TOT,SHU,1.46,4.38,7.18,3,0,18:18:00,WEEK 11,Friday
NOR,WAT,3.02,3.19,2.46,2,2,18:18:00,WEEK 11,Friday
ARS,NWC,2.24,3.07,3.57,1,1,18:18:00,WEEK 11,Friday
SOU,CRY,2.29,3.00,3.54,2,0,18:20:00,WEEK 12,Friday
CHE,MNU,2.43,3.24,3.02,2,3,18:20:00,WEEK 12,Friday
MNC,TOT,1.77,3.63,4.72,1,1,18:20:00,WEEK 12,Friday
LIV,ARS,1.77,3.63,4.72,2,3,18:20:00,WEEK 12,Friday
ASV,LEI,2.88,3.14,2.59,1,1,18:20:00,WEEK 12,Friday
BOU,BUR,1.95,3.29,4.25,4,2,18:20:00,WEEK 12,Friday
BRI,NOR,1.95,3.29,4.25,3,2,18:20:00,WEEK 12,Friday
WAT,WOL,3.00,3.16,2.49,1,1,18:20:00,WEEK 12,Friday
NWC,WHU,2.15,3.09,3.79,3,0,18:20:00,WEEK 12,Friday
SHU,EVE,3.84,3.16,2.10,1,1,18:20:00,WEEK 12,Friday
MNU,WAT,1.86,3.41,4.51,3,0,18:22:00,WEEK 13,Friday
BUR,NWC,3.84,3.16,2.10,2,1,18:22:00,WEEK 13,Friday
ARS,ASV,1.65,3.63,5.82,1,0,18:22:00,WEEK 13,Friday
NOR,SHU,2.24,3.07,3.58,1,0,18:22:00,WEEK 13,Friday
CRY,CHE,3.19,3.18,2.36,4,1,18:22:00,WEEK 13,Friday
WHU,LIV,5.07,3.91,1.67,0,2,18:22:00,WEEK 13,Friday
LEI,SOU,1.94,3.32,4.25,1,1,18:22:00,WEEK 13,Friday
EVE,MNC,4.16,3.81,1.82,0,0,18:22:00,WEEK 13,Friday
TOT,BOU,1.65,3.63,5.82,6,0,18:22:00,WEEK 13,Friday
WOL,BRI,1.65,3.63,5.82,2,1,18:22:00,WEEK 13,Friday
WAT,CRY,2.29,3.00,3.54,0,1,18:24:00,WEEK 14,Friday
MNC,NOR,1.23,6.21,13.0,1,0,18:24:00,WEEK 14,Friday
BRI,MNU,3.54,3.00,2.30,1,0,18:24:00,WEEK 14,Friday
NWC,TOT,2.48,3.20,2.98,1,1,18:24:00,WEEK 14,Friday
ARS,WHU,2.05,3.21,3.95,1,0,18:24:00,WEEK 14,Friday
BOU,EVE,3.03,3.20,2.44,0,0,18:24:00,WEEK 14,Friday
CHE,LEI,2.05,3.21,3.95,1,1,18:24:00,WEEK 14,Friday
LIV,BUR,1.23,6.21,13.0,5,0,18:24:00,WEEK 14,Friday
SHU,WOL,3.84,3.16,2.10,4,0,18:24:00,WEEK 14,Friday
ASV,SOU,2.45,3.19,3.03,1,2,18:24:00,WEEK 14,Friday
EVE,NWC,2.38,3.20,3.13,1,2,18:26:00,WEEK 15,Friday
BUR,ARS,4.38,3.33,1.91,0,2,18:26:00,WEEK 15,Friday
WHU,ASV,1.77,3.43,5.15,2,0,18:26:00,WEEK 15,Friday
NOR,BOU,2.43,3.24,3.01,1,3,18:26:00,WEEK 15,Friday
TOT,LIV,3.52,3.65,2.02,1,1,18:26:00,WEEK 15,Friday
WOL,MNC,4.16,3.81,1.82,0,2,18:26:00,WEEK 15,Friday
CRY,BRI,1.96,3.25,4.27,1,1,18:26:00,WEEK 15,Friday
LEI,WAT,1.94,3.32,4.25,3,1,18:26:00,WEEK 15,Friday
MNU,SHU,1.46,4.38,7.18,2,1,18:26:00,WEEK 15,Friday
SOU,CHE,3.19,3.18,2.36,2,0,18:26:00,WEEK 15,Friday
WHU,BUR,1.55,4.05,6.24,2,1,18:28:00,WEEK 16,Friday
BRI,LEI,2.88,3.14,2.59,2,2,18:28:00,WEEK 16,Friday
LIV,EVE,1.57,4.03,6.02,1,2,18:28:00,WEEK 16,Friday
BOU,WOL,3.03,3.20,2.44,0,3,18:28:00,WEEK 16,Friday
ASV,CHE,3.54,3.00,2.30,1,0,18:28:00,WEEK 16,Friday
WAT,SOU,2.29,3.00,3.54,0,0,18:28:00,WEEK 16,Friday
NWC,NOR,1.46,4.36,7.20,1,2,18:28:00,WEEK 16,Friday
ARS,TOT,2.43,3.24,3.02,1,2,18:28:00,WEEK 16,Friday
MNC,MNU,1.77,3.63,4.72,3,2,18:28:00,WEEK 16,Friday
SHU,CRY,3.02,3.19,2.46,1,1,18:28:00,WEEK 16,Friday
BUR,ASV,2.43,3.24,3.01,1,1,18:30:00,WEEK 17,Friday
SOU,BRI,1.96,3.25,4.27,1,1,18:30:00,WEEK 17,Friday
NOR,LIV,8.62,4.90,1.36,1,0,18:30:00,WEEK 17,Friday
CHE,WAT,1.86,3.41,4.51,2,2,18:30:00,WEEK 17,Friday
TOT,WHU,2.05,3.21,3.95,0,0,18:30:00,WEEK 17,Friday
LEI,SHU,1.55,4.05,6.24,0,0,18:30:00,WEEK 17,Friday
EVE,ARS,2.48,3.20,2.98,1,2,18:30:00,WEEK 17,Friday
MNU,BOU,1.65,3.63,5.82,5,0,18:30:00,WEEK 17,Friday
CRY,MNC,6.08,4.37,1.52,1,1,18:30:00,WEEK 17,Friday
WOL,NWC,2.38,3.20,3.13,1,2,18:30:00,WEEK 17,Friday
LIV,WOL,1.57,4.03,6.02,3,2,18:32:00,WEEK 18,Friday
ARS,NOR,1.46,4.38,7.18,0,4,18:32:00,WEEK 18,Friday
NWC,MNU,2.48,3.20,2.98,0,0,18:32:00,WEEK 18,Friday
BRI,CHE,3.54,3.00,2.30,4,1,18:32:00,WEEK 18,Friday
BUR,TOT,4.38,3.33,1.91,3,3,18:32:00,WEEK 18,Friday
BOU,CRY,2.45,3.19,3.03,0,0,18:32:00,WEEK 18,Friday
SHU,SOU,3.02,3.19,2.46,2,0,18:32:00,WEEK 18,Friday
MNC,LEI,1.47,4.38,7.03,3,0,18:32:00,WEEK 18,Friday
WHU,EVE,2.43,3.23,3.02,3,2,18:32:00,WEEK 18,Friday
ASV,WAT,2.45,3.19,3.03,0,2,18:32:00,WEEK 18,Friday
TOT,ASV,1.65,3.63,5.82,2,1,18:34:00,WEEK 19,Friday
CHE,SHU,1.46,4.38,7.18,1,0,18:34:00,WEEK 19,Friday
WAT,BRI,1.96,3.25,4.27,0,0,18:34:00,WEEK 19,Friday
NOR,WHU,3.55,2.98,2.30,3,2,18:34:00,WEEK 19,Friday
LEI,BOU,1.77,3.43,5.15,1,1,18:34:00,WEEK 19,Friday
EVE,BUR,1.46,4.36,7.20,3,3,18:34:00,WEEK 19,Friday
MNU,LIV,3.52,3.65,2.02,2,2,18:34:00,WEEK 19,Friday
SOU,MNC,6.08,4.37,1.52,0,1,18:34:00,WEEK 19,Friday
CRY,NWC,3.00,3.16,2.49,4,2,18:34:00,WEEK 19,Friday
WOL,ARS,2.48,3.20,2.98,0,0,18:34:00,WEEK 19,Friday
SOU,BOU,1.96,3.25,4.27,0,1,18:36:00,WEEK 20,Friday
MNU,ARS,2.43,3.24,3.02,2,1,18:36:00,WEEK 20,Friday
WAT,SHU,1.76,3.44,5.15,2,0,18:36:00,WEEK 20,Friday
NOR,BUR,2.24,3.07,3.58,4,1,18:36:00,WEEK 20,Friday
LEI,NWC,2.43,3.23,3.02,2,0,18:36:00,WEEK 20,Friday
WOL,WHU,2.15,3.09,3.79,0,1,18:36:00,WEEK 20,Friday
ASV,BRI,2.29,3.02,3.53,2,0,18:36:00,WEEK 20,Friday
CRY,LIV,6.08,4.37,1.52,0,1,18:36:00,WEEK 20,Friday
EVE,TOT,2.48,3.20,2.98,1,0,18:36:00,WEEK 20,Friday
CHE,MNC,3.52,3.65,2.02,0,1,18:36:00,WEEK 20,Friday
SHU,BRI,2.43,3.24,3.01,1,0,18:38:00,WEEK 21,Friday
NWC,SOU,1.86,3.42,4.51,0,0,18:38:00,WEEK 21,Friday
LIV,LEI,1.47,4.38,7.03,2,1,18:38:00,WEEK 21,Friday
BOU,CHE,3.54,3.00,2.30,1,2,18:38:00,WEEK 21,Friday
BUR,WOL,3.84,3.16,2.10,3,3,18:38:00,WEEK 21,Friday
MNC,WAT,1.42,4.55,7.93,4,1,18:38:00,WEEK 21,Friday
WHU,MNU,2.88,3.23,2.53,1,2,18:38:00,WEEK 21,Friday
ARS,CRY,1.86,3.41,4.51,1,0,18:38:00,WEEK 21,Friday
EVE,ASV,1.65,3.63,5.82,0,3,18:38:00,WEEK 21,Friday
TOT,NOR,1.46,4.38,7.18,4,0,18:38:00,WEEK 21,Friday
WAT,BOU,1.96,3.25,4.27,5,0,18:40:00,WEEK 22,Friday
LEI,ARS,2.88,3.23,2.53,0,0,18:40:00,WEEK 22,Friday
WOL,TOT,2.48,3.20,2.98,0,0,18:40:00,WEEK 22,Friday
CRY,WHU,2.44,3.21,3.03,4,0,18:40:00,WEEK 22,Friday
BRI,MNC,7.60,4.66,1.42,1,1,18:40:00,WEEK 22,Friday
CHE,NWC,2.24,3.07,3.57,1,1,18:40:00,WEEK 22,Friday
ASV,SHU,1.95,3.29,4.25,1,1,18:40:00,WEEK 22,Friday
SOU,LIV,6.08,4.37,1.52,1,2,18:40:00,WEEK 22,Friday
MNU,BUR,1.46,4.38,7.18,1,1,18:40:00,WEEK 22,Friday
NOR,EVE,3.84,3.16,2.10,0,2,18:40:00,WEEK 22,Friday
ARS,SOU,1.86,3.41,4.51,4,0,18:42:00,WEEK 23,Friday
MNC,SHU,1.23,6.21,13.0,2,1,18:42:00,WEEK 23,Friday
NOR,ASV,2.43,3.24,3.01,2,4,18:42:00,WEEK 23,Friday
WHU,LEI,2.30,2.97,3.55,5,0,18:42:00,WEEK 23,Friday
NWC,WAT,1.86,3.42,4.51,0,0,18:42:00,WEEK 23,Friday
EVE,WOL,2.38,3.20,3.13,1,1,18:42:00,WEEK 23,Friday
LIV,CHE,1.77,3.63,4.72,2,2,18:42:00,WEEK 23,Friday
TOT,MNU,2.43,3.24,3.02,3,2,18:42:00,WEEK 23,Friday
BUR,CRY,3.02,3.19,2.46,2,1,18:42:00,WEEK 23,Friday
BOU,BRI,2.29,3.02,3.53,2,2,18:42:00,WEEK 23,Friday
ASV,MNC,7.60,4.66,1.42,3,3,18:44:00,WEEK 24,Friday
MNU,EVE,2.24,3.07,3.57,2,2,18:44:00,WEEK 24,Friday
SHU,BOU,2.43,3.24,3.01,1,3,18:44:00,WEEK 24,Friday
WOL,NOR,1.46,4.36,7.20,2,1,18:44:00,WEEK 24,Friday
CRY,TOT,3.19,3.18,2.36,1,1,18:44:00,WEEK 24,Friday
BRI,NWC,3.03,3.20,2.44,5,1,18:44:00,WEEK 24,Friday
SOU,WHU,2.44,3.21,3.03,0,2,18:44:00,WEEK 24,Friday
LEI,BUR,1.55,4.05,6.24,4,1,18:44:00,WEEK 24,Friday
WAT,LIV,6.08,4.37,1.52,2,3,18:44:00,WEEK 24,Friday
CHE,ARS,2.43,3.24,3.02,2,4,18:44:00,WEEK 24,Friday
WHU,CHE,2.88,3.23,2.53,2,0,18:46:00,WEEK 25,Friday
BOU,MNC,7.60,4.66,1.42,0,1,18:46:00,WEEK 25,Friday
BUR,SOU,3.02,3.19,2.46,3,0,18:46:00,WEEK 25,Friday
TOT,LEI,2.05,3.21,3.95,3,0,18:46:00,WEEK 25,Friday
NWC,SHU,1.46,4.36,7.20,3,2,18:46:00,WEEK 25,Friday
EVE,CRY,1.86,3.42,4.51,1,1,18:46:00,WEEK 25,Friday
WOL,ASV,1.65,3.63,5.82,4,0,18:46:00,WEEK 25,Friday
ARS,WAT,1.86,3.41,4.51,2,1,18:46:00,WEEK 25,Friday
NOR,MNU,4.38,3.33,1.91,1,1,18:46:00,WEEK 25,Friday
LIV,BRI,1.29,5.52,10.1,2,0,18:46:00,WEEK 25,Friday
